글자수,단어,타워 명칭,티어,카테고리,필요 자모 순서 (조합 공식),음절 분절 구조,공격력,사거리,공격속도,특수 효과 상세 설명,에셋 파일 경로
3글자,요새탑,요새탑 (포탑/자동사격),3티어 (신화),defense,ㅇ + ㅛ + ㅅ + ㅏ + ㅣ + ㅌ + ㅏ + ㅂ,[ㅇㅛ] ➔ [ㅅㅏㅣ] ➔ [ㅌㅏㅂ],30,190 px,0.66 초,[2글자 상위 타워] 요새 탑에 장착된 발리스타로 30의 강력한 볼트를 연사합니다.,res://assets/02_방어_장비/castle_성/castle_1_32px_pastel.png
3글자,절대자,절대자 (신화/절대수호자),3티어 (신화),defense,ㅈ + ㅓ + ㄹ + ㄷ + ㅏ + ㅣ + ㅈ + ㅏ,[ㅈㅓㄹ] ➔ [ㄷㅏㅣ] ➔ [ㅈㅏ],58,190 px,0.66 초,[3글자 신화 타워] 절대자의 권능으로 58 피해 및 전장에 무적 보호막을 펼칩니다.,res://assets/02_방어_장비/shield_방/shield_1_32px_pastel.png
3글자,철옹성,철옹성 (신화/무적요새),3티어 (신화),defense,ㅊ + ㅓ + ㄹ + ㅇ + ㅗ + ㅇ + ㅅ + ㅓ + ㅇ,[ㅊㅓㄹ] ➔ [ㅇㅗㅇ] ➔ [ㅅㅓㅇ],48,190 px,0.66 초,[3글자 신화 타워] 48의 무적 요새포 3연사를 발사하여 다가오는 적들을 산산조각 냅니다.,res://assets/02_방어_장비/castle_성/castle_1_32px_pastel.png
3글자,최후벽,최후벽 (신화/최후의방벽),3티어 (신화),defense,ㅊ + ㅗ + ㅣ + ㅎ + ㅜ + ㅂ + ㅕ + ㄱ,[ㅊㅗㅣ] ➔ [ㅎㅜ] ➔ [ㅂㅕㄱ],56,190 px,0.66 초,[3글자 신화 타워] 적의 침공을 완벽히 차단하는 최후의 방벽으로 56 충격을 줍니다.,res://assets/02_방어_장비/barrier_막/barrier_1_32px_pastel.png
3글자,현무암,현무암 (신화/대지지진),3티어 (신화),defense,ㅎ + ㅕ + ㄴ + ㅁ + ㅜ + ㅇ + ㅏ + ㅁ,[ㅎㅕㄴ] ➔ [ㅁㅜ] ➔ [ㅇㅏㅁ],52,190 px,0.66 초,[3글자 신화 타워] 절대 깨지지 않는 현무 방벽으로 52 광역 지진 충격을 가합니다.,res://assets/02_방어_장비/mountain_산/mountain_1_32px_pastel.png
3글자,그림자,그림자 (은신/암습광선),3티어 (신화),element,ㄱ + ㅡ + ㄹ + ㅣ + ㅁ + ㅈ + ㅏ,[ㄱㅡ] ➔ [ㄹㅣㅁ] ➔ [ㅈㅏ],24,220 px,0.63 초,[2글자 상위 타워] 그림자 속에서 뿜어져 나오는 24의 관통 레이저를 발사합니다.,res://assets/03_원소_마법/dark_암/dark_1_32px_pastel.png
3글자,뇌신포,뇌신포 (신화/뇌신의번개),3티어 (신화),element,ㄴ + ㅗ + ㅣ + ㅅ + ㅣ + ㄴ + ㅍ + ㅗ,[ㄴㅗㅣ] ➔ [ㅅㅣㄴ] ➔ [ㅍㅗ],62,220 px,0.63 초,[3글자 신화 타워] 뇌신의 심판 번개 5발을 연속으로 내리쳐 62 감전 피해를 가합니다.,res://assets/03_원소_마법/thunder_뇌/thunder_1_32px_pastel.png
3글자,눈보라,눈보라 (한파/동결풍),3티어 (신화),element,ㄴ + ㅜ + ㄴ + ㅂ + ㅗ + ㄹ + ㅏ,[ㄴㅜㄴ] ➔ [ㅂㅗ] ➔ [ㄹㅏ],25,220 px,0.63 초,[2글자 상위 타워] 살을 에는 눈보라를 뿜어 25 피해 및 적들의 공속/이속을 60% 깎습니다.,res://assets/03_원소_마법/ice_빙/ice_1_32px_pastel.png
3글자,대지진,대지진 (신화/지각붕괴),3티어 (신화),element,ㄷ + ㅏ + ㅣ + ㅈ + ㅣ + ㅈ + ㅣ + ㄴ,[ㄷㅏㅣ] ➔ [ㅈㅣ] ➔ [ㅈㅣㄴ],60,220 px,0.63 초,[3글자 신화 타워] 지각을 붕괴시키는 60의 파괴적 지진파로 모든 적을 넘어뜨립니다.,res://assets/03_원소_마법/earth_흙/earth_1_32px_pastel.png
3글자,대폭발,대폭발 (신화/메가익스플로전),3티어 (신화),element,ㄷ + ㅏ + ㅣ + ㅍ + ㅗ + ㄱ + ㅂ + ㅏ + ㄹ,[ㄷㅏㅣ] ➔ [ㅍㅗㄱ] ➔ [ㅂㅏㄹ],65,220 px,0.63 초,[3글자 신화 타워] 화면 절반을 뒤덮는 65의 초대형 메가 폭발을 터뜨립니다.,res://assets/03_원소_마법/explosion_폭/explosion_1_32px_pastel.png
3글자,대해일,대해일 (신화/메가쓰나미),3티어 (신화),element,ㄷ + ㅏ + ㅣ + ㅎ + ㅏ + ㅣ + ㅇ + ㅣ + ㄹ,[ㄷㅏㅣ] ➔ [ㅎㅏㅣ] ➔ [ㅇㅣㄹ],55,220 px,0.63 초,[3글자 신화 타워] 메가 쓰나미를 몰고 와 55 피해와 함께 적들을 시작 지점 쪽으로 밀쳐냅니다.,res://assets/03_원소_마법/water_물/water_1_32px_pastel.png
3글자,독안개,독안개 (신화/부식절멸),3티어 (신화),element,ㄷ + ㅗ + ㄱ + ㅇ + ㅏ + ㄴ + ㄱ + ㅏ + ㅣ,[ㄷㅗㄱ] ➔ [ㅇㅏㄴ] ➔ [ㄱㅏㅣ],42,220 px,0.63 초,[3글자 신화 타워] 전장 전체를 뒤덮는 맹독 안개로 모든 적에게 초당 12 피해를 입힙니다.,res://assets/03_원소_마법/poison_독/poison_1_32px_pastel.png
3글자,마그마,마그마 (지열/용암탄),3티어 (신화),element,ㅁ + ㅏ + ㄱ + ㅡ + ㅁ + ㅏ,[ㅁㅏ] ➔ [ㄱㅡ] ➔ [ㅁㅏ],29,220 px,0.63 초,[2글자 상위 타워] 작열하는 마그마 덩어리를 투척하여 29 광역 화염 폭발을 일으킵니다.,res://assets/03_원소_마법/fire_불/fire_1_32px_pastel.png
3글자,별똥별,별똥별 (신화/유성폭격),3티어 (신화),element,ㅂ + ㅕ + ㄹ + ㄷ + ㄷ + ㅗ + ㅇ + ㅂ + ㅕ + ㄹ,[ㅂㅕㄹ] ➔ [ㄷㄷㅗㅇ] ➔ [ㅂㅕㄹ],58,220 px,0.63 초,[3글자 신화 타워] 하늘에서 쏟아지는 별똥별 무리로 58의 화려한 광역 폭격을 퍼붓습니다.,res://assets/03_원소_마법/star_별/star_1_32px_pastel.png
3글자,불벼락,불벼락 (신화/화염낙뢰),3티어 (신화),element,ㅂ + ㅜ + ㄹ + ㅂ + ㅕ + ㄹ + ㅏ + ㄱ,[ㅂㅜㄹ] ➔ [ㅂㅕ] ➔ [ㄹㅏㄱ],60,220 px,0.63 초,[3글자 신화 타워] 하늘에서 거대한 화염 낙뢰를 연속 폭격하여 60의 초토화 피해를 줍니다.,res://assets/03_원소_마법/thunder_뇌/thunder_1_32px_pastel.png
3글자,빙하기,빙하기 (신화/절대영도),3티어 (신화),element,ㅂ + ㅣ + ㅇ + ㅎ + ㅏ + ㄱ + ㅣ,[ㅂㅣㅇ] ➔ [ㅎㅏ] ➔ [ㄱㅣ],48,220 px,0.63 초,[3글자 신화 타워] 전장에 빙하기를 불러와 모든 적의 이동속도를 70% 영구 감속시킵니다.,res://assets/03_원소_마법/ice_빙/ice_1_32px_pastel.png
3글자,암흑성,암흑성 (신화/블랙홀),3티어 (신화),element,ㅇ + ㅏ + ㅁ + ㅎ + ㅡ + ㄱ + ㅅ + ㅓ + ㅇ,[ㅇㅏㅁ] ➔ [ㅎㅡㄱ] ➔ [ㅅㅓㅇ],68,220 px,0.63 초,[3글자 신화 타워] 모든 것을 빨아들이는 블랙홀을 생성하여 68의 지속 압축 피해를 가합니다.,res://assets/03_원소_마법/dark_암/dark_1_32px_pastel.png
3글자,용의숨,용의숨 (신화/드래곤브레스),3티어 (신화),element,ㅇ + ㅛ + ㅇ + ㅇ + ㅡ + ㅣ + ㅅ + ㅜ + ㅁ,[ㅇㅛㅇ] ➔ [ㅇㅡㅣ] ➔ [ㅅㅜㅁ],70,220 px,0.63 초,[3글자 신화 타워] 전방 적을 잿더미로 만드는 70의 파괴적인 드래곤 브레스를 방출합니다.,res://assets/03_원소_마법/fire_불/fire_1_32px_pastel.png
3글자,주작날,주작날 (신화/주작화염),3티어 (신화),element,ㅈ + ㅜ + ㅈ + ㅏ + ㄱ + ㄴ + ㅏ + ㄹ,[ㅈㅜ] ➔ [ㅈㅏㄱ] ➔ [ㄴㅏㄹ],56,220 px,0.63 초,[3글자 신화 타워] 주작의 붉은 날갯짓으로 전장에 56의 화염 폭풍을 휘몰아칩니다.,res://assets/03_원소_마법/fire_불/fire_1_32px_pastel.png
3글자,지옥불,지옥불 (신화/헬파이어),3티어 (신화),element,ㅈ + ㅣ + ㅇ + ㅗ + ㄱ + ㅂ + ㅜ + ㄹ,[ㅈㅣ] ➔ [ㅇㅗㄱ] ➔ [ㅂㅜㄹ],66,220 px,0.63 초,[3글자 신화 타워] 꺼지지 않는 지옥의 화염으로 66의 암흑 화염 피해를 퍼붓습니다.,res://assets/03_원소_마법/fire_불/fire_1_32px_pastel.png
3글자,초신성,초신성 (신화/슈퍼노바),3티어 (신화),element,ㅊ + ㅗ + ㅅ + ㅣ + ㄴ + ㅅ + ㅓ + ㅇ,[ㅊㅗ] ➔ [ㅅㅣㄴ] ➔ [ㅅㅓㅇ],72,220 px,0.63 초,[3글자 신화 타워] 거대한 별의 폭발(슈퍼노바)로 72의 광대한 우주 파괴 피해를 입힙니다.,res://assets/03_원소_마법/star_별/star_1_32px_pastel.png
3글자,초태풍,초태풍 (신화/하이퍼태풍),3티어 (신화),element,ㅊ + ㅗ + ㅌ + ㅏ + ㅣ + ㅍ + ㅜ + ㅇ,[ㅊㅗ] ➔ [ㅌㅏㅣ] ➔ [ㅍㅜㅇ],56,220 px,0.63 초,[3글자 신화 타워] 거대한 초태풍으로 적들을 전장 밖으로 날려버릴 듯한 56 풍속 피해를 줍니다.,res://assets/03_원소_마법/wind_풍/wind_1_32px_pastel.png
3글자,태양광,태양광 (신화/태양의광휘),3티어 (신화),element,ㅌ + ㅏ + ㅣ + ㅇ + ㅑ + ㅇ + ㄱ + ㅗ + ㅏ + ㅇ,[ㅌㅏㅣ] ➔ [ㅇㅑㅇ] ➔ [ㄱㅗㅏㅇ],64,220 px,0.63 초,[3글자 신화 타워] 타오르는 태양의 광휘를 집중 방출하여 64의 거대한 신성 화염을 쏩니다.,res://assets/03_원소_마법/sun_해/sun_1_32px_pastel.png
3글자,폭풍우,폭풍우 (신화/태풍폭우),3티어 (신화),element,ㅍ + ㅗ + ㄱ + ㅍ + ㅜ + ㅇ + ㅇ + ㅜ,[ㅍㅗㄱ] ➔ [ㅍㅜㅇ] ➔ [ㅇㅜ],45,220 px,0.63 초,[3글자 신화 타워] 거대한 태풍과 폭우를 소환하여 45 광역 피해 및 적들을 80% 봉쇄합니다.,res://assets/03_원소_마법/wind_풍/wind_1_32px_pastel.png
3글자,기적수,기적수 (신화/기적의샘물),3티어 (신화),heal,ㄱ + ㅣ + ㅈ + ㅓ + ㄱ + ㅅ + ㅜ,[ㄱㅣ] ➔ [ㅈㅓㄱ] ➔ [ㅅㅜ],46,205 px,0.59 초,[3글자 신화 타워] 기적의 성역을 펼쳐 46 피해 및 아군 전 타워를 완벽 강화합니다.,res://assets/05_회복_치유/spring_샘/spring_1_32px_pastel.png
3글자,생명수,생명수 (신화/기적폭격),3티어 (신화),heal,ㅅ + ㅏ + ㅣ + ㅇ + ㅁ + ㅕ + ㅇ + ㅅ + ㅜ,[ㅅㅏㅣㅇ] ➔ [ㅁㅕㅇ] ➔ [ㅅㅜ],45,205 px,0.59 초,[3글자 신화 타워] 기지 체력 +5 즉시 회복 및 전 필드 아군 타워 공속을 +50% 버프합니다.,res://assets/05_회복_치유/spring_샘/spring_1_32px_pastel.png
3글자,신의빛,신의빛 (신화/신성한광휘),3티어 (신화),heal,ㅅ + ㅣ + ㄴ + ㅇ + ㅡ + ㅣ + ㅂ + ㅣ + ㅊ,[ㅅㅣㄴ] ➔ [ㅇㅡㅣ] ➔ [ㅂㅣㅊ],50,205 px,0.59 초,[3글자 신화 타워] 신의 빛이 내리쬐어 50 광휘 피해 및 기지 HP를 넉넉하게 재생시킵니다.,res://assets/05_회복_치유/life_생/life_1_32px_pastel.png
3글자,치유탑,치유탑 (신화/영구치유탑),3티어 (신화),heal,ㅊ + ㅣ + ㅇ + ㅠ + ㅌ + ㅏ + ㅂ,[ㅊㅣ] ➔ [ㅇㅠ] ➔ [ㅌㅏㅂ],44,205 px,0.59 초,[3글자 신화 타워] 44의 치유 광탄을 쏘며 매 웨이브마다 기지 최대 체력을 증대합니다.,res://assets/05_회복_치유/spring_샘/spring_1_32px_pastel.png
3글자,궁극기,궁극기 (신화/궁극의오의),3티어 (신화),skill,ㄱ + ㅜ + ㅇ + ㄱ + ㅡ + ㄱ + ㄱ + ㅣ,[ㄱㅜㅇ] ➔ [ㄱㅡㄱ] ➔ [ㄱㅣ],66,210 px,0.56 초,[3글자 신화 타워] 궁극의 활자 오의를 개방하여 66의 전 화면 정화 폭격을 가합니다.,res://assets/06_버프_유틸/ki_기/ki_1_32px_pastel.png
3글자,극마법,극마법 (신화/궁극의마법),3티어 (신화),skill,ㄱ + ㅡ + ㄱ + ㅁ + ㅏ + ㅂ + ㅓ + ㅂ,[ㄱㅡㄱ] ➔ [ㅁㅏ] ➔ [ㅂㅓㅂ],65,210 px,0.56 초,[3글자 신화 타워] 5대 원소를 융합한 궁극의 비전 마법으로 65의 원소 폭격을 퍼붓습니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,마도사,마도사 (신화/대마도사),3티어 (신화),skill,ㅁ + ㅏ + ㄷ + ㅗ + ㅅ + ㅏ,[ㅁㅏ] ➔ [ㄷㅗ] ➔ [ㅅㅏ],62,210 px,0.56 초,[3글자 신화 타워] 대마도사의 룬 영창으로 62의 연속 비전 번개를 쏟아붓습니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,마력샘,마력샘 (신화/무한의마력),3티어 (신화),skill,ㅁ + ㅏ + ㄹ + ㅕ + ㄱ + ㅅ + ㅏ + ㅣ + ㅁ,[ㅁㅏ] ➔ [ㄹㅕㄱ] ➔ [ㅅㅏㅣㅁ],48,210 px,0.56 초,[3글자 신화 타워] 무한히 솟아나는 마력으로 48 피해 및 전 타워 공격 쿨타임을 30% 단축합니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,마력포,마력포 (신화/비전캐논),3티어 (신화),skill,ㅁ + ㅏ + ㄹ + ㅕ + ㄱ + ㅍ + ㅗ,[ㅁㅏ] ➔ [ㄹㅕㄱ] ➔ [ㅍㅗ],60,210 px,0.56 초,[3글자 신화 타워] 거대한 비전 마력포를 발사하여 60의 파괴 광선을 뿜어냅니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,승전가,승전가 (신화/승리의함성),3티어 (신화),skill,ㅅ + ㅡ + ㅇ + ㅈ + ㅓ + ㄴ + ㄱ + ㅏ,[ㅅㅡㅇ] ➔ [ㅈㅓㄴ] ➔ [ㄱㅏ],40,210 px,0.56 초,[3글자 신화 타워] 40 음파 피해 및 전 필드 아군 타워 공격력을 +30% 영구 버프합니다.,res://assets/06_버프_유틸/drum_북/drum_1_32px_pastel.png
3글자,신기루,신기루 (사막/신기루폭격),3티어 (신화),skill,ㅅ + ㅣ + ㄴ + ㄱ + ㅣ + ㄹ + ㅜ,[ㅅㅣㄴ] ➔ [ㄱㅣ] ➔ [ㄹㅜ],27,210 px,0.56 초,[2글자 상위 타워] 아지랑이 신기루 속에서 27의 기습 마법탄을 쏟아붓습니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,진군가,진군가 (신화/진격의북소리),3티어 (신화),skill,ㅈ + ㅣ + ㄴ + ㄱ + ㅜ + ㄴ + ㄱ + ㅏ,[ㅈㅣㄴ] ➔ [ㄱㅜㄴ] ➔ [ㄱㅏ],42,210 px,0.56 초,[3글자 신화 타워] 웅장한 진군가로 42 음파 피해 및 전 타워 공격속도를 +40% 버프합니다.,res://assets/06_버프_유틸/drum_북/drum_1_32px_pastel.png
3글자,천리안,천리안 (신화/전맵저격),3티어 (신화),skill,ㅊ + ㅓ + ㄴ + ㄹ + ㅣ + ㅇ + ㅏ + ㄴ,[ㅊㅓㄴ] ➔ [ㄹㅣ] ➔ [ㅇㅏㄴ],44,210 px,0.56 초,[3글자 신화 타워] 맵 전체 어디든 적을 타겟팅하여 44의 관통 레이저를 발사합니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,초고속,초고속 (신화/광속머신건),3티어 (신화),skill,ㅊ + ㅗ + ㄱ + ㅗ + ㅅ + ㅗ + ㄱ,[ㅊㅗ] ➔ [ㄱㅗ] ➔ [ㅅㅗㄱ],35,210 px,0.17 초,[3글자 신화 타워] 쿨타임 0.15초로 초당 7회 이상의 빛의 속도로 활자 탄환을 난사합니다.,res://assets/06_버프_유틸/speed_속/speed_1_32px_pastel.png
3글자,파천황,파천황 (신화/천지개벽),3티어 (신화),skill,ㅍ + ㅏ + ㅊ + ㅓ + ㄴ + ㅎ + ㅗ + ㅏ + ㅇ,[ㅍㅏ] ➔ [ㅊㅓㄴ] ➔ [ㅎㅗㅏㅇ],70,210 px,0.56 초,[3글자 신화 타워] 천지를 뒤흔드는 파천황의 일격으로 70의 파괴적인 혼돈 피해를 입힙니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,황금포,황금포 (신화/황금대포),3티어 (신화),skill,ㅎ + ㅗ + ㅏ + ㅇ + ㄱ + ㅡ + ㅁ + ㅍ + ㅗ,[ㅎㅗㅏㅇ] ➔ [ㄱㅡㅁ] ➔ [ㅍㅗ],42,210 px,0.56 초,[3글자 신화 타워] 42의 황금 포탄을 발사하며 적 처치 시 3배의 막대한 골드를 획득합니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
3글자,구렁이,구렁이 (대사/조르기),3티어 (신화),summon,ㄱ + ㅜ + ㄹ + ㅓ + ㅇ + ㅇ + ㅣ,[ㄱㅜ] ➔ [ㄹㅓㅇ] ➔ [ㅇㅣ],25,200 px,0.70 초,[2글자 상위 타워] 거대한 구렁이로 적을 휘감아 25 피해 및 1.5초간 행동 불능으로 만듭니다.,res://assets/04_생물_소환/snake_뱀/snake_1_32px_pastel.png
3글자,뇌룡포,뇌룡포 (신화/뇌전드래곤),3티어 (신화),summon,ㄴ + ㅗ + ㅣ + ㄹ + ㅛ + ㅇ + ㅍ + ㅗ,[ㄴㅗㅣ] ➔ [ㄹㅛㅇ] ➔ [ㅍㅗ],65,200 px,0.70 초,[3글자 신화 타워] 뇌전 드래곤이 65의 푸른 번개 브레스로 전장을 감전시킵니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,도깨비,도깨비 (도깨비방망이/뚝딱),3티어 (신화),summon,ㄷ + ㅗ + ㄱ + ㄱ + ㅏ + ㅣ + ㅂ + ㅣ,[ㄷㅗ] ➔ [ㄱㄱㅏㅣ] ➔ [ㅂㅣ],28,200 px,0.70 초,[2글자 상위 타워] 도깨비방망이로 내려쳐 28 피해 및 금은보화(추가 골드)를 드롭시킵니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
3글자,독룡포,독룡포 (신화/맹독드래곤),3티어 (신화),summon,ㄷ + ㅗ + ㄱ + ㄹ + ㅛ + ㅇ + ㅍ + ㅗ,[ㄷㅗㄱ] ➔ [ㄹㅛㅇ] ➔ [ㅍㅗ],64,200 px,0.70 초,[3글자 신화 타워] 맹독 드래곤이 64의 부식 브레스를 뿜어 모든 적을 녹입니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,독수리,독수리 (맹금/급강하),3티어 (신화),summon,ㄷ + ㅗ + ㄱ + ㅅ + ㅜ + ㄹ + ㅣ,[ㄷㅗㄱ] ➔ [ㅅㅜ] ➔ [ㄹㅣ],25,200 px,0.70 초,[2글자 상위 타워] 하늘에서 급강하하여 25의 강력한 발톱 낚아채기 공격을 가합니다.,res://assets/04_생물_소환/bird_새/bird_1_32px_pastel.png
3글자,백호랑,백호랑 (신화/신수백호),3티어 (신화),summon,ㅂ + ㅏ + ㅣ + ㄱ + ㅎ + ㅗ + ㄹ + ㅏ + ㅇ,[ㅂㅏㅣㄱ] ➔ [ㅎㅗ] ➔ [ㄹㅏㅇ],54,200 px,0.70 초,[3글자 신화 타워] 신수 백호가 강림하여 54의 전방위 도륙 참격을 작렬합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
3글자,백호수,백호수 (신화/백호의발톱),3티어 (신화),summon,ㅂ + ㅏ + ㅣ + ㄱ + ㅎ + ㅗ + ㅅ + ㅜ,[ㅂㅏㅣㄱ] ➔ [ㅎㅗ] ➔ [ㅅㅜ],52,200 px,0.70 초,[3글자 신화 타워] 신수 백호의 신성한 발톱으로 52의 광역 열상을 남깁니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
3글자,불곰포,불곰포 (신화/화염곰의발),3티어 (신화),summon,ㅂ + ㅜ + ㄹ + ㄱ + ㅗ + ㅁ + ㅍ + ㅗ,[ㅂㅜㄹ] ➔ [ㄱㅗㅁ] ➔ [ㅍㅗ],55,200 px,0.70 초,[3글자 신화 타워] 불타는 거대 곰의 앞발로 55의 화염 분쇄 타격을 입힙니다.,res://assets/04_생물_소환/bear_곰/bear_1_32px_pastel.png
3글자,불사조,불사조 (신화/영생화염),3티어 (신화),summon,ㅂ + ㅜ + ㄹ + ㅅ + ㅏ + ㅈ + ㅗ,[ㅂㅜㄹ] ➔ [ㅅㅏ] ➔ [ㅈㅗ],58,200 px,0.70 초,[3글자 신화 타워] 불사조를 소환하여 58의 영원히 꺼지지 않는 성스러운 화염을 쏟아붓습니다.,res://assets/04_생물_소환/bird_새/bird_1_32px_pastel.png
3글자,빙룡포,빙룡포 (신화/빙결드래곤),3티어 (신화),summon,ㅂ + ㅣ + ㅇ + ㄹ + ㅛ + ㅇ + ㅍ + ㅗ,[ㅂㅣㅇ] ➔ [ㄹㅛㅇ] ➔ [ㅍㅗ],63,200 px,0.70 초,[3글자 신화 타워] 서리 드래곤이 63의 블리자드 브레스로 전장을 꽁꽁 얼려버립니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,살무사,살무사 (독사/맹독분사),3티어 (신화),summon,ㅅ + ㅏ + ㄹ + ㅁ + ㅜ + ㅅ + ㅏ,[ㅅㅏㄹ] ➔ [ㅁㅜ] ➔ [ㅅㅏ],23,200 px,0.70 초,[2글자 상위 타워] 살무사의 독액을 뿜어내어 23 피해 및 광역 부식 독을 퍼뜨립니다.,res://assets/04_생물_소환/snake_뱀/snake_1_32px_pastel.png
3글자,승천용,승천용 (신화/승천하는용),3티어 (신화),summon,ㅅ + ㅡ + ㅇ + ㅊ + ㅓ + ㄴ + ㅇ + ㅛ + ㅇ,[ㅅㅡㅇ] ➔ [ㅊㅓㄴ] ➔ [ㅇㅛㅇ],70,200 px,0.70 초,[3글자 신화 타워] 하늘로 승천하는 거대한 용이 70의 뇌전 폭풍을 몰고 옵니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,용가리,용가리 (새끼용/용화염),3티어 (신화),summon,ㅇ + ㅛ + ㅇ + ㄱ + ㅏ + ㄹ + ㅣ,[ㅇㅛㅇ] ➔ [ㄱㅏ] ➔ [ㄹㅣ],30,200 px,0.70 초,[2글자 상위 타워] 용가리의 맹렬한 아기 화염포로 30 지속 피해를 가합니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,질주마,질주마 (신화/천마질주),3티어 (신화),summon,ㅈ + ㅣ + ㄹ + ㅈ + ㅜ + ㅁ + ㅏ,[ㅈㅣㄹ] ➔ [ㅈㅜ] ➔ [ㅁㅏ],53,200 px,0.70 초,[3글자 신화 타워] 날개 달린 천마가 전장을 질주하며 53 피해 및 적들을 짓밟습니다.,res://assets/04_생물_소환/horse_말/horse_1_32px_pastel.png
3글자,코끼리,코끼리 (거수/대지짓밟기),3티어 (신화),summon,ㅋ + ㅗ + ㄱ + ㄱ + ㅣ + ㄹ + ㅣ,[ㅋㅗ] ➔ [ㄱㄱㅣ] ➔ [ㄹㅣ],32,200 px,0.70 초,[2글자 상위 타워] 거대한 코끼리의 발로 쿵 짓밟아 32의 파괴적인 충격파를 줍니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
3글자,호랑이,호랑이 (신화/맹호포효),3티어 (신화),summon,ㅎ + ㅗ + ㄹ + ㅏ + ㅇ + ㅇ + ㅣ,[ㅎㅗ] ➔ [ㄹㅏㅇ] ➔ [ㅇㅣ],50,200 px,0.70 초,[3글자 신화 타워] 50의 압도적인 맹수 포효로 적들을 공포에 질리게 하고 전방을 도륙합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
3글자,황금용,황금용 (신화/골든드래곤),3티어 (신화),summon,ㅎ + ㅗ + ㅏ + ㅇ + ㄱ + ㅡ + ㅁ + ㅇ + ㅛ + ㅇ,[ㅎㅗㅏㅇ] ➔ [ㄱㅡㅁ] ➔ [ㅇㅛㅇ],75,200 px,0.70 초,[3글자 신화 타워] 황금 드래곤이 강림하여 75의 눈부신 황금 브레스와 막대한 골드를 선사합니다.,res://assets/04_생물_소환/dragon_용/dragon_1_32px_pastel.png
3글자,광전사,광전사 (신화/피의광란),3티어 (신화),weapon,ㄱ + ㅗ + ㅏ + ㅇ + ㅈ + ㅓ + ㄴ + ㅅ + ㅏ,[ㄱㅗㅏㅇ] ➔ [ㅈㅓㄴ] ➔ [ㅅㅏ],58,210 px,0.45 초,[3글자 신화 타워] 체력이 낮아질수록 공속이 2배 빨라지며 58의 광란 도끼질을 퍼붓습니다.,res://assets/01_무기_공격/axe_도끼/axe_1_32px_pastel.png
3글자,광전신,광전신 (신화/전쟁의신),3티어 (신화),weapon,ㄱ + ㅗ + ㅏ + ㅇ + ㅈ + ㅓ + ㄴ + ㅅ + ㅣ + ㄴ,[ㄱㅗㅏㅇ] ➔ [ㅈㅓㄴ] ➔ [ㅅㅣㄴ],65,210 px,0.45 초,[3글자 신화 타워] 전쟁의 신이 강림하여 65의 무자비한 도끼 난타를 퍼붓습니다.,res://assets/01_무기_공격/axe_도끼/axe_1_32px_pastel.png
3글자,궁술사,궁술사 (신화/신궁일발),3티어 (신화),weapon,ㄱ + ㅜ + ㅇ + ㅅ + ㅜ + ㄹ + ㅅ + ㅏ,[ㄱㅜㅇ] ➔ [ㅅㅜㄹ] ➔ [ㅅㅏ],46,210 px,0.45 초,[3글자 신화 타워] 사거리 260px에서 46의 마법 유도 화살 5발을 일제 사격합니다.,res://assets/01_무기_공격/bow_활/bow_1_32px_pastel.png
3글자,달빛검,달빛검 (신화/월광신검),3티어 (신화),weapon,ㄷ + ㅏ + ㄹ + ㅂ + ㅣ + ㅊ + ㄱ + ㅓ + ㅁ,[ㄷㅏㄹ] ➔ [ㅂㅣㅊ] ➔ [ㄱㅓㅁ],54,210 px,0.45 초,[3글자 신화 타워] 은빛 월광의 검기로 54의 신비로운 마력 절단을 가합니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
